procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 0  0      0 178468  18248 327056    0    0     0    24  456  590  2  1 97  0
 0  0      0 178468  18248 327056    0    0     0     0  442  566  2  2 96  0
 0  0      0 178468  18248 327056    0    0     0     0  441  567  2  1 97  0
 0  0      0 178468  18248 327056    0    0     0     0  452  532  1  2 97  0
 0  0      0 178468  18248 327056    0    0     0     0  447  575  2  0 98  0
 0  0      0 178468  18248 327056    0    0     0     0  450  578  3  1 96  0
 0  0      0 178468  18256 327056    0    0     0    16  452  563  1  0 98  1
 1  0      0 178468  18256 327056    0    0     0     8  450  550  2  1 97  0
 0  0      0 178468  18256 327056    0    0     0     0  450  580  3  0 97  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 178468  18256 327056    0    0     0     0  431  546  1  1 98  0
 0  0      0 178468  18256 327056    0    0     0     0  441  564  3  1 95  0
 0  0      0 178468  18256 327056    0    0     0     0  421  562  2  0 98  0
 0  0      0 178468  18264 327056    0    0     0    16  444  553  2  1 97  0
 0  0      0 178468  18264 327056    0    0     0     0  434  544  4  4 92  0
 0  0      0 178468  18264 327056    0    0     0     0  439  546  4  1 95  0
 0  0      0 178468  18264 327056    0    0     0     0  442  550  2  2 96  0
 0  0      0 178468  18264 327056    0    0     0     0  422  540  1  0 99  0
 0  0      0 178468  18264 327056    0    0     0     0  433  539  3  1 96  0
 0  0      0 178468  18272 327056    0    0     0    16  443  563  2  1 96  1
 0  0      0 178468  18272 327056    0    0     0     0  444  550  2  1 97  0
 0  0      0 178468  18272 327056    0    0     0     0  444  561  4  2 94  0
 0  0      0 178468  18272 327056    0    0     0     0  425  549  2  0 98  0
 0  0      0 178468  18272 327056    0    0     0     0  423  553  4  1 94  0
 0  0      0 178468  18272 327056    0    0     0     0  415  530  3  0 97  0
 0  0      0 178468  18280 327056    0    0     0    16  434  553  1  1 98  0
 0  0      0 178468  18280 327056    0    0     0     0  405  517  2  1 97  0
 0  0      0 178468  18280 327056    0    0     0     0  405  506  2  0 98  0
 0  0      0 178468  18280 327056    0    0     0     0  431  549  2  1 97  0
 0  0      0 178468  18280 327056    0    0     0     0  422  525  2  1 97  0
 0  0      0 178468  18280 327056    0    0     0     0  425  535  2  2 96  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 178468  18288 327056    0    0     0    16  424  529  2  1 96  1
 0  0      0 178468  18288 327056    0    0     0     0  360  468  1  1 98  0
 0  0      0 178468  18288 327056    0    0     0     4  404  528  1  2 97  0
 0  0      0 178468  18288 327056    0    0     0     0  440  552  1  2 97  0
 0  0      0 178468  18288 327060    0    0     0     0  425  547  2  1 97  0
 0  0      0 178468  18288 327060    0    0     0     0  426  546  1  1 98  0
 0  0      0 178468  18296 327060    0    0     0    16  365  466  0  1 98  1
 0  0      0 178468  18296 327060    0    0     0     0  408  526  1  1 98  0
 0  0      0 178468  18296 327060    0    0     0     0  439  582  1  1 98  0
 0  0      0 178468  18296 327060    0    0     0     0  425  519  1  1 98  0
 0  0      0 178468  18296 327060    0    0     0     0  442  548  2  2 96  0
 0  0      0 178468  18296 327060    0    0     0     0  365  478  1  0 98  0
 0  0      0 178468  18304 327060    0    0     0    16  424  550  2  1 97  0
 0  0      0 178468  18304 327060    0    0     0     0  389  501  2  1 97  0
 0  0      0 178468  18304 327060    0    0     0     0  438  550  2  1 97  0
 0  0      0 178468  18304 327060    0    0     0     0  416  522  1  1 98  0
 0  0      0 178468  18304 327060    0    0     0     0  412  531  2  2 96  0
 0  0      0 178468  18304 327060    0    0     0     0  437  536  2  0 98  0
 0  0      0 178468  18312 327060    0    0     0    12  438  559  1  3 96  0
 0  0      0 178468  18312 327060    0    0     0     0  424  545  2  0 98  0
 0  0      0 178468  18312 327060    0    0     0     0  428  538  3  1 96  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 178468  18312 327060    0    0     0     0  441  560  2  1 97  0
 0  0      0 178468  18312 327060    0    0     0     0  448  569  1  0 99  0
 0  0      0 178468  18312 327060    0    0     0     0  440  562  2  0 98  0
 0  0      0 178468  18320 327060    0    0     0    12  448  570  2  1 96  1
 0  0      0 178468  18320 327060    0    0     0     0  437  540  2  0 97  0
 0  0      0 178468  18320 327060    0    0     0     0  449  559  1  2 97  0
 0  0      0 178468  18320 327060    0    0     0     0  463  591  1  1 98  0
 0  0      0 178468  18320 327060    0    0     0     0  435  548  2  3 95  0
 0  0      0 178468  18320 327060    0    0     0     0  442  565  2  0 98  0
 0  0      0 178468  18328 327060    0    0     0    12  462  586  2  2 96  0
 0  0      0 178468  18328 327060    0    0     0     0  444  573  1  1 98  0
 0  0      0 178468  18328 327060    0    0     0     0  452  570  3  0 97  0
 0  0      0 178468  18328 327060    0    0     0     0  452  581  0  1 99  0
 0  0      0 178468  18328 327060    0    0     0     0  455  570  1  1 98  0
 0  0      0 178468  18328 327060    0    0     0     0  446  588  2  1 97  0
 0  0      0 178468  18336 327060    0    0     0    12  447  571  1  1 97  1
 0  0      0 178468  18336 327060    0    0     0     4  441  565  2  1 97  0
 0  0      0 178468  18336 327060    0    0     0     0  444  566  2  1 97  0
 0  0      0 178468  18336 327060    0    0     0     0  448  581  3  1 96  0
 0  0      0 178468  18336 327060    0    0     0     0  446  564  1  1 98  0
 0  0      0 178468  18336 327060    0    0     0     0  455  587  2  1 97  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 178468  18344 327060    0    0     0    24  457  573  2  0 96  1
 0  0      0 178468  18344 327060    0    0     0     0  442  581  3  1 96  0
 0  0      0 178468  18344 327060    0    0     0     0  435  564  2  1 97  0
 0  0      0 178468  18344 327060    0    0     0     0  441  554  3  0 97  0
 0  0      0 178468  18344 327060    0    0     0     0  451  563  0  1 99  0
 0  0      0 178468  18344 327060    0    0     0     0  455  575  3  0 97  0
 0  0      0 178344  18352 327060    0    0     0    16  455  568  2  0 98  0
 0  0      0 178344  18352 327060    0    0     0     0  442  548  2  1 97  0
 0  0      0 178344  18352 327060    0    0     0     0  432  552  1  0 99  0
 0  0      0 178344  18352 327060    0    0     0     0  452  568  2  2 96  0
 0  0      0 178344  18352 327064    0    0     0     8  438  552  2  1 97  0
 0  0      0 178344  18352 327064    0    0     0     0  456  566  3  1 96  0
 0  0      0 178344  18360 327064    0    0     0    16  447  578  1  0 98  1
 0  0      0 178344  18360 327064    0    0     0     0  445  564  3  1 95  0
 0  0      0 178344  18360 327064    0    0     0     0  438  540  3  1 96  0
 0  0      0 178344  18360 327064    0    0     0     0  435  548  3  0 97  0
 0  0      0 178344  18360 327064    0    0     0     0  430  540  1  2 97  0
 0  0      0 178344  18360 327064    0    0     0     0  437  547  2  1 97  0
 0  0      0 178344  18368 327064    0    0     0    12  446  564  2  1 97  0
 0  0      0 178344  18368 327064    0    0     0     0  442  566  1  1 98  0
 0  0      0 178344  18368 327064    0    0     0     0  453  585  2  0 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 178344  18368 327064    0    0     0     0  445  575  1  1 98  0
 0  0      0 178344  18368 327064    0    0     0     0  441  540  1  1 98  0
 0  0      0 178344  18368 327064    0    0     0     0  449  572  2  1 97  0
 0  0      0 178344  18376 327064    0    0     0    12  441  550  2  0 97  1
 0  0      0 178344  18376 327064    0    0     0     0  443  567  2  1 97  0
 0  0      0 178344  18376 327064    0    0     0     0  431  554  1  1 98  0
 0  0      0 178344  18376 327064    0    0     0     0  446  571  2  1 97  0
 0  0      0 178344  18376 327064    0    0     0     0  445  566  2  0 98  0
 0  0      0 178344  18376 327064    0    0     0     0  446  588  1  1 98  0
 0  0      0 178344  18384 327064    0    0     0    16  447  557  1  0 98  1
 0  0      0 178344  18384 327064    0    0     0     0  448  573  2  1 96  0
 0  0      0 178344  18384 327064    0    0     0     0  443  564  2  0 98  0
 0  0      0 178344  18384 327064    0    0     0     0  448  569  1  2 97  0
 0  0      0 178344  18384 327064    0    0     0     0  441  547  1  0 99  0
 0  0      0 178344  18384 327064    0    0     0     0  448  578  2  1 97  0
 0  0      0 178344  18392 327064    0    0     0    24  442  561  2  1 97  0
 0  0      0 178344  18392 327064    0    0     0     0  439  577  2  1 97  0
 0  0      0 178344  18392 327064    0    0     0     0  442  560  3  1 96  0
 0  0      0 178344  18392 327064    0    0     0     0  448  561  3  1 96  0
 0  0      0 178344  18392 327064    0    0     0     0  456  583  2  0 98  0
 0  0      0 178344  18392 327064    0    0     0     0  452  563  2  1 97  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 178344  18400 327064    0    0     0    16  460  584  2  0 98  0
 0  0      0 178344  18400 327064    0    0     0     0  438  551  2  3 94  0
 0  0      0 178344  18400 327064    0    0     0     0  448  550  2  1 97  0
 0  0      0 178344  18400 327064    0    0     0     8  449  577  2  1 97  0
 0  0      0 178344  18400 327064    0    0     0     0  437  555  2  1 97  0
 0  0      0 178344  18400 327064    0    0     0     0  439  558  2  0 98  0
 0  0      0 178344  18408 327064    0    0     0    16  464  584  2  1 96  1
 0  0      0 178344  18408 327064    0    0     0     0  451  575  2  1 97  0
 0  0      0 178344  18408 327064    0    0     0     0  441  576  2  0 98  0
 0  0      0 178344  18408 327064    0    0     0     0  454  573  2  2 96  0
 0  0      0 178344  18408 327064    0    0     0     0  442  550  1  2 97  0
 0  0      0 178344  18408 327064    0    0     0     0  446  568  2  1 97  0
 0  0      0 178344  18416 327064    0    0     0    16  448  559  1  1 98  0
 0  0      0 178344  18416 327064    0    0     0     0  449  571  2  0 98  0
 0  0      0 178344  18416 327064    0    0     0     0  455  570  2  0 98  0
 0  0      0 178344  18416 327064    0    0     0     0  423  564  3  3 94  0
 1  0      0 178344  18416 327064    0    0     0     0  421  535  3  0 97  0
 0  0      0 178344  18416 327068    0    0     0     0  434  561  3  2 95  0
 0  0      0 178344  18424 327068    0    0     0    16  441  561  1  2 96  1
 0  0      0 178344  18424 327068    0    0     0     0  431  547  2  1 96  0
 0  0      0 178344  18424 327068    0    0     0     0  433  557  2  1 97  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 178344  18424 327068    0    0     0     0  412  527  2  2 96  0
 0  0      0 178344  18424 327068    0    0     0     0  433  552  5  0 95  0
 0  0      0 178344  18424 327068    0    0     0     4  434  573  2  1 97  0
 0  0      0 178344  18432 327068    0    0     0    24  433  543  3  1 95  1
 0  0      0 178344  18432 327068    0    0     0     0  438  553  4  1 95  0
 0  0      0 178344  18432 327068    0    0     0     0  435  551  4  1 95  0
 0  0      0 178344  18432 327068    0    0     0     0  425  555  3  1 96  0
 0  0      0 178344  18432 327068    0    0     0     0  408  545  3  0 97  0
 0  0      0 178344  18432 327068    0    0     0     0  430  578  2  1 97  0
 0  0      0 178344  18440 327068    0    0     0    16  452  595  5  3 91  1
 0  0      0 178344  18440 327068    0    0     0     0  430  557  3  1 95  0
 0  0      0 178344  18440 327068    0    0     0     0  446  567  2  1 97  0
 0  0      0 178344  18440 327068    0    0     0     0  440  568  1  1 98  0
 0  0      0 178344  18440 327068    0    0     0     0  452  548  2  1 97  0
 0  0      0 178344  18440 327068    0    0     0     0  438  568  1  2 97  0
 0  0      0 178344  18448 327068    0    0     0    16  432  567  1  0 99  0
 0  0      0 178344  18448 327068    0    0     0     0  449  564  2  0 98  0
 0  0      0 178344  18448 327068    0    0     0     8  459  563  3  1 96  0
 1  0      0 178344  18448 327068    0    0     0     0  447  573  2  1 97  0
 0  0      0 178344  18448 327068    0    0     0     0  440  562  2  0 98  0
 1  0      0 178344  18448 327068    0    0     0     0  453  556  2  2 96  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 178344  18456 327068    0    0     0    16  454  585  1  2 96  1
 0  0      0 178344  18456 327068    0    0     0     0  447  581  2  0 98  0
 0  0      0 178344  18456 327068    0    0     0     0  432  562  1  2 97  0
 0  0      0 178344  18456 327068    0    0     0     0  437  545  2  1 97  0
 0  0      0 178344  18456 327068    0    0     0     0  455  567  2  0 98  0
 0  0      0 178344  18456 327068    0    0     0     0  442  546  3  2 95  0
 0  0      0 178212  18464 327068    0    0     0    16  440  549  1  0 98  1
 0  0      0 178212  18464 327068    0    0     0     0  438  560  3  1 96  0
 0  0      0 178212  18464 327068    0    0     0     0  448  581  2  0 97  0
 0  0      0 178212  18464 327068    0    0     0     0  434  542  1  1 98  0
 0  0      0 178212  18464 327068    0    0     0     0  444  587  2  1 97  0
 0  0      0 178212  18464 327068    0    0     0     0  428  559  2  1 97  0
 0  0      0 178212  18472 327068    0    0     0    16  446  576  0  1 99  0
 0  0      0 178212  18472 327068    0    0     0     0  434  544  2  0 98  0
 0  0      0 178212  18472 327068    0    0     0     0  445  571  2  1 97  0
 0  0      0 178212  18472 327068    0    0     0     0  436  557  1  1 98  0
 0  0      0 178212  18472 327068    0    0     0     4  450  567  1  1 98  0
 0  0      0 178212  18472 327068    0    0     0     0  444  550  2  2 96  0
 0  0      0 178212  18480 327068    0    0     0    16  445  562  2  1 97  0
 0  0      0 178212  18480 327068    0    0     0     0  454  566  2  0 98  0
 0  0      0 178212  18480 327068    0    0     0     0  440  546  0  1 98  0
procs -----------memory---------- ---swap-- -----io---- -system-- ----cpu----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa
 1  0      0 178212  18480 327068    0    0     0     0  449  575  2  3 95  0
